No_,Name,Search Name,Name 2,Address,Address 2,City,Contact,Phone No_,Telex No_,Document Sending Profile,Ship-to Code,Our Account No_,Territory Code,Global Dimension 1 Code,Global Dimension 2 Code,Chain Name,Budgeted Amount,Credit Limit (LCY),Customer Posting Group,Currency Code,Customer Price Group,Language Code,Registration Number,Statistics Group,Payment Terms Code,Fin_ Charge Terms Code,Salesperson Code,Shipment Method Code,Shipping Agent Code,Place of Export,Invoice Disc_ Code,Customer Disc_ Group,Country_Region Code,Collection Method,Amount,Blocked,Invoice Copies,Last Statement No_,Print Statements,Bill-to Customer No_,Priority,Payment Method Code,Format Region,Last Modified Date Time,Last Date Modified,Application Method,Prices Including VAT,Location Code,Fax No_,Telex Answer Back,VAT Registration No_,Combine Shipments,Gen_ Bus_ Posting Group,Picture,GLN,Post Code,County,EORI Number,Use GLN in Electronic Document,E-Mail,Home Page,Reminder Terms Code,No_ Series,Tax Area Code,Tax Liable,VAT Bus_ Posting Group,Reserve,Block Payment Tolerance,IC Partner Code,Prepayment _,Partner Type,Intrastat Partner Type,Exclude from Pmt_ Practices,Image,Privacy Blocked,Disable Search by Name,Allow Multiple Posting Groups,Preferred Bank Account Code,Coupled to CRM,Cash Flow Payment Terms Code,Primary Contact No_,Contact Type,Mobile Phone No_,Responsibility Center,Shipping Advice,Shipping Time,Shipping Agent Service Code,Service Zone Code,Price Calculation Method,Allow Line Disc_,Base Calendar Code,Copy Sell-to Addr_ to Qte From,Validate EU Vat Reg_ No_,Id,Currency Id,Payment Terms Id,Shipment Method Id,Payment Method Id,Tax Area ID,Contact ID,Contact Graph Id,$systemId,$systemCreatedAt,$systemCreatedBy,$systemModifiedAt,$systemModifiedBy
DTP587,นาย เกียรติภูมิ ธนะชัยดำรง,นาย เกียรติภูมิ ธนะชัยดำรง,,"4 ซอยเทียนทะเล 20 แยก 12-11 ",ถนนบางขุนเทียน- ชายทะเล,เขตบางขุนเทียน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP587,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.387+00,2024-06-05 00:00:00+00,0,0,,,,3102002416331,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,1D9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.807+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.393+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP589,นาย วันชัย คงเหลือ,นาย วันชัย คงเหลือ,,5/130 ถนนฉิมพลี,,เขตตลิ่งชัน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP589,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.407+00,2024-06-05 00:00:00+00,0,0,,,,3801200291741,0,R,,,10170,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,239A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.817+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.413+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP590,บริษัท โฟร์ดีซิงค์ จำกัด,บริษัท โฟร์ดีซิงค์ จำกัด,,142 ถนนราษฎร์บูรณะ,,เขตราษฎร์บูรณะ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP590,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.43+00,2024-06-05 00:00:00+00,0,0,,,,0105548085459,0,R,,,10140,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,299A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.82+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.433+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP591,นาย สุเนตร ศรีมงคล,นาย สุเนตร ศรีมงคล,,"4/1 หมู่ที่ 10 ",,อำเภอเมืองชุมพร,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP591,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.45+00,2024-06-05 00:00:00+00,0,0,,,,3100641436141,0,R,,,86000,จังหวัดชุมพร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,2F9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.827+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.457+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP592,ห้างหุ้นส่วนจำกัด สหชายการช่าง,ห้างหุ้นส่วนจำกัด สหชายการช่าง,,"60 ซอยร่มเกล้า 21 ",,เขตลาดกระบัง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20939,1,,,DTP592,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.473+00,2024-06-05 00:00:00+00,0,0,,,,0103554062081,0,R,,,10520,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,359A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.833+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.48+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP593,บุหงาส่าหรีรีสอร์ท,บุหงาส่าหรีรีสอร์ท,,"17 หมู่ที่ 4 ",,อำเภอวังน้ำเขียว,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP593,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.497+00,2024-06-05 00:00:00+00,0,0,,,,3100501771241,0,R,,,30370,จังหวัดนครราชสีมา,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,3B9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.84+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.503+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP594,นาย สายัน อุทานุเคราะห์,นาย สายัน อุทานุเคราะห์,,193 หมู่ที่ 7,,อำเภอแคนดง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20816,1,,,DTP594,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.52+00,2024-06-05 00:00:00+00,0,0,,,,3341501211147,0,R,,,31150,จังหวัดบุรีรัมย์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,419A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.847+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.527+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP595,บริษัท เอสเคจี อลูกลาส จำกัด,บริษัท เอสเคจี อลูกลาส จำกัด,,154 ซอยพระรามที่ 2 ซอย 60 ถนนพระรามที่ 2,,เขตบางขุนเทียน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,10387,1,,,DTP595,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.543+00,2024-06-05 00:00:00+00,0,0,,,,0105556172144,0,P,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,479A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.853+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.547+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP596,บริษัท โปร แอนด์ เวิร์ส เดคคอร์ จำกัด,บริษัท โปร แอนด์ เวิร์ส เดคคอร์ จำกัด,,124/7 ซอยวัดปรก ถนนเซ็นต์หลุยส์,,เขตสาทร,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP596,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.563+00,2024-06-05 00:00:00+00,0,0,,,,0105535067317,0,R,,,10120,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,4D9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.86+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.57+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP597,นาย โป๊ะ พรมบุษผา,นาย โป๊ะ พรมบุษผา,,85/352 ซอยเทียนทะเล 20 ถนนบางขุนเทียน-ชายทะเล,,เขตบางขุนเทียน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP597,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.59+00,2024-06-05 00:00:00+00,0,0,,,,3251100336781,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,539A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.867+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.597+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP598,นาย วีระชน โครตชา,นาย วีระชน โครตชา,,437 ซอยเทียนทะเล 26 แยก 5-1 ถนนบางขุนเทียน-ชายทะเล,,เขตบางขุนเทียน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP598,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.62+00,2024-06-05 00:00:00+00,0,0,,,,1103700589252,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,599A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.873+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.627+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP599,นางสาว อธิญญา อิ่มจินดา,นางสาว อธิญญา อิ่มจินดา,,307/55 ซอยประชาชื่น 12 แยก 1-2-6-8,,เขตหลักสี่,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP599,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.653+00,2024-06-05 00:00:00+00,0,0,,,,1100500304782,0,R,,,10210,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,5F9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.877+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.66+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP600,บริษัท ภัทรัตน์เพลส จำกัด,บริษัท ภัทรัตน์เพลส จำกัด,,78 ซอยหมู่บ้านเศรษฐกิจ 33 ถนนหมู่บ้านเศรษฐกิจ,,เขตบางแค,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP600,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.687+00,2024-06-05 00:00:00+00,0,0,,,,0105553091241,0,R,,,10160,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,659A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.883+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.7+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP602,ห้างหุ้นส่วนจำกัด แฟคทอรี่ยี่สิบห้า,ห้างหุ้นส่วนจำกัด แฟคทอรี่ยี่สิบห้า,,2816 ซอยพระรามที่ 2 ซอย 43 ถนนพระราม 2,,เขตจอมทอง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP602,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.717+00,2024-06-05 00:00:00+00,0,0,,,,0103561010325,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,6B9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.89+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.72+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP603,นาย อดิศักดิ์ อาจศัตรู,นาย อดิศักดิ์ อาจศัตรู,,"125 ซอยพระรามที่ 2 ซอย 3 แยก 1 ",,เขตจอมทอง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP603,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.737+00,2024-06-05 00:00:00+00,0,0,,,,1201000014041,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,719A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.897+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.743+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP604,ห้างหุ้นส่วนจำกัด เอส.วี. คูล ซัพพลาย แอนด์ เซอร์วิส,ห้างหุ้นส่วนจำกัด เอส.วี. คูล ซัพพลาย แอนด์ เซอร์วิส,,116 หมู่ที่ 8,,อำเภอเมืองสมุทรปราการ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP604,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.757+00,2024-06-05 00:00:00+00,0,0,,,,0113552000517,0,R,,,10280,จังหวัดสมุทรปราการ,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,779A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.9+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.763+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP605,นาย กิติชัย กระเหิมหาญ,นาย กิติชัย กระเหิมหาญ,,234/97 หมู่ที่ 7,,อำเภอเมืองสมุทรปราการ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP605,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.78+00,2024-06-05 00:00:00+00,0,0,,,,3110401455011,0,R,,,10280,จังหวัดสมุทรปราการ,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,7D9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.907+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.787+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP606,นาย สุมานี สันตวง,นาย สุมานี สันตวง,,7/1 หมู่ที่ 4,,อำเภอศีขรภูมิ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP606,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.8+00,2024-06-05 00:00:00+00,0,0,,,,3320900438560,0,R,,,32110,จังหวัดสุรินทร์,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,839A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.913+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.807+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP607,นาย อดุลย์ ภาสอน,นาย อดุลย์ ภาสอน,,48 หมู่ที่ 4,,อำเภอพนา,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP607,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.823+00,2024-06-05 00:00:00+00,0,0,,,,3341300446457,0,R,,,37180,จังหวัดอำนาจเจริญ,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,899A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.917+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.827+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP608,นางสาว ปิยเนตร วิทยชำนาญกุล,นางสาว ปิยเนตร วิทยชำนาญกุล,,51 ซอยท่าข้าม 30 แยก 1-2,,เขตบางขุนเทียน,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20093,1,,,DTP608,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.843+00,2024-06-05 00:00:00+00,0,0,,,,3101202651759,0,R,,,10150,กรุงเทพมหานคร,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,8F9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.923+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.85+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP609,นาย อนัน งามปัญจะ,นาย อนัน งามปัญจะ,,"118 หมู่ที่ 1 ",,อำเภอสองพี่น้อง,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP609,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.867+00,2024-06-05 00:00:00+00,0,0,,,,3102100045249,0,R,,,72110,จังหวัดสุพรรณบุรี,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,959A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.93+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.87+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
DTP610,บริษัท เอ็น.ที.เพาเวอร์ ซัพพลาย จำกัด,บริษัท เอ็น.ที.เพาเวอร์ ซัพพลาย จำกัด,,337 หมู่ที่ 5,,อำเภอเมืองสมุทรปราการ,,,,,,,TP,,,,0.00000000000000000000,0.00000000000000000000,WI,,,,,0,0,,20028,1,,,DTP610,,TH,,0.00000000000000000000,0,0,0,0,,0,,,2024-06-05 02:27:15.887+00,2024-06-05 00:00:00+00,0,0,,,,0115547010412,0,R,,,10270,จังหวัดสมุทรปราการ,,0,,,,,,0,,1,0,,0.00000000000000000000,0,0,0,00000000-0000-0000-0000-000000000000,0,0,1,,0,,,0,,,0,,,,0,1,,0,0,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,7C1438EA-9C0E-EF11-A64E-00505684417F,895685D5-337A-EE11-96B1-C2B3535615BC,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,00000000-0000-0000-0000-000000000000,,9B9A32B3-E222-EF11-84C2-00505684FB3B,2024-06-05 02:24:18.937+00,4D06720D-E7D4-48D3-9EA8-452BAB690875,2024-06-05 02:27:15.9+00,4D06720D-E7D4-48D3-9EA8-452BAB690875
